person_id,full name,type,comment,date,bill
24140,Шинькович Андрій Васильович,неособисте голосування,,2018-05-17,6405
24140,Шинькович Андрій Васильович,неособисте голосування,,2018-05-17,6405
24140,Шинькович Андрій Васильович,неособисте голосування,,2018-05-17,3131
24140,Шинькович Андрій Васильович,неособисте голосування,,2018-05-17,
24140,Шинькович Андрій Васильович,неособисте голосування,,2018-05-17,6027-д
24140,Шинькович Андрій Васильович,неособисте голосування,,2018-05-17,6027-д
24140,Шинькович Андрій Васильович,неособисте голосування,,2018-05-22,8265
24140,Шинькович Андрій Васильович,неособисте голосування,,2018-05-22,8201
24140,Шинькович Андрій Васильович,неособисте голосування,,2018-05-22,5512
24140,Шинькович Андрій Васильович,неособисте голосування,,2018-05-22,8335
430,Шипко Андрій Федорович,неособисте голосування,,2015-03-02,
430,Шипко Андрій Федорович,неособисте голосування,http://www.chesno.org/news/2269/,2016-04-13,
431,Шкварилюк Володимир Васильович,неособисте голосування,http://www.chesno.org/news/2292/,2016-06-14,
431,Шкварилюк Володимир Васильович,неособисте голосування,http://www.chesno.org/news/2292/,2016-06-14,
431,Шкварилюк Володимир Васильович,неособисте голосування,http://www.chesno.org/news/2469/,2017-04-11,
431,Шкварилюк Володимир Васильович,неособисте голосування,,2017-06-20,
431,Шкварилюк Володимир Васильович,неособисте голосування,,2017-06-20,
431,Шкварилюк Володимир Васильович,неособисте голосування,,2017-11-07,6106
431,Шкварилюк Володимир Васильович,неособисте голосування,,2017-11-07,3239-д
24624,Юзькова Тетяна Леонідівна,неособисте голосування,,2017-11-09,4287
24624,Юзькова Тетяна Леонідівна,неособисте голосування,,2017-11-09,4287
24624,Юзькова Тетяна Леонідівна,неособисте голосування,,2017-11-09,6538
18542,Юрик Тарас Зіновійович,неособисте голосування,,2018-05-22,8201
18542,Юрик Тарас Зіновійович,неособисте голосування,,2018-05-22,8201
19129,Юрчишин Петро Васильович,неособисте голосування,,2018-05-23,
22942,Яриніч Костянтин Володимирович,неособисте голосування,,2018-04-05,6052
443,Яценко Антон Володимирович,неособисте голосування,,2015-11-24,
443,Яценко Антон Володимирович,неособисте голосування,,2015-12-22,
443,Яценко Антон Володимирович,неособисте голосування,http://www.chesno.org/news/2387/,2016-11-03,
443,Яценко Антон Володимирович,неособисте голосування,http://www.chesno.org/news/2394/,2016-11-17,
443,Яценко Антон Володимирович,неособисте голосування,http://www.chesno.org/news/2395/,2016-11-17,
443,Яценко Антон Володимирович,неособисте голосування,http://www.chesno.org/news/2444/,2017-03-14,
443,Яценко Антон Володимирович,неособисте голосування,http://www.chesno.org/news/2452/,2017-03-21,
443,Яценко Антон Володимирович,неособисте голосування,http://www.chesno.org/news/2501/,2017-05-23,
443,Яценко Антон Володимирович,неособисте голосування,http://www.chesno.org/news/2501/,2017-05-23,
443,Яценко Антон Володимирович,неособисте голосування,http://www.chesno.org/news/2501/,2017-05-23,
443,Яценко Антон Володимирович,неособисте голосування,http://www.chesno.org/news/2502/,2017-05-25,
443,Яценко Антон Володимирович,неособисте голосування,http://www.chesno.org/news/2502/,2017-05-25,
443,Яценко Антон Володимирович,неособисте голосування,http://www.chesno.org/news/2502/,2017-05-25,
443,Яценко Антон Володимирович,неособисте голосування,,2017-06-20,
443,Яценко Антон Володимирович,неособисте голосування,,2017-06-20,
443,Яценко Антон Володимирович,неособисте голосування,,2017-06-20,
443,Яценко Антон Володимирович,неособисте голосування,,2017-06-22,
443,Яценко Антон Володимирович,неособисте голосування,,2017-11-07,6106
443,Яценко Антон Володимирович,неособисте голосування,,2017-11-07,6106
443,Яценко Антон Володимирович,неособисте голосування,,2017-12-07,
443,Яценко Антон Володимирович,неособисте голосування,,2017-12-19,6081
443,Яценко Антон Володимирович,неособисте голосування,,2017-12-21,6016-д
443,Яценко Антон Володимирович,неособисте голосування,,2017-12-21,2845
443,Яценко Антон Володимирович,неособисте голосування,,2017-12-21,
443,Яценко Антон Володимирович,неособисте голосування,,2017-12-21,2845
443,Яценко Антон Володимирович,неособисте голосування,,2017-12-21,6120
443,Яценко Антон Володимирович,неособисте голосування,,2017-12-21,
443,Яценко Антон Володимирович,неособисте голосування,,2017-12-21,
443,Яценко Антон Володимирович,неособисте голосування,,2018-02-08,
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-01,3096-д
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-01,7466
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-15,
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-15,4670
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-15,
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-15,
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-15,
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-15,
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-15,
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-20,8099
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-20,6235
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-20,8099
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-20,7123
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-20,8099
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-20,8099
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-22,7304
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-22,3149
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-22,6578
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-22,8151
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-22,6578
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-22,4551
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-22,3149
443,Яценко Антон Володимирович,неособисте голосування,,2018-03-22,4551
443,Яценко Антон Володимирович,неособисте голосування,,2018-04-05,6473
443,Яценко Антон Володимирович,неособисте голосування,,2018-04-05,0163
443,Яценко Антон Володимирович,неособисте голосування,,2018-04-05,6473
443,Яценко Антон Володимирович,неособисте голосування,,2018-04-05,7322
443,Яценко Антон Володимирович,неособисте голосування,,2018-04-19,5448-д
443,Яценко Антон Володимирович,неособисте голосування,,2018-04-19,5448-д
443,Яценко Антон Володимирович,неособисте голосування,,2018-04-19,7511
443,Яценко Антон Володимирович,неособисте голосування,,2018-04-19,5448-д
443,Яценко Антон Володимирович,неособисте голосування,,2018-04-19,5448-д
443,Яценко Антон Володимирович,неособисте голосування,,2018-05-15,3871
443,Яценко Антон Володимирович,неособисте голосування,,2018-05-15,3871
443,Яценко Антон Володимирович,неособисте голосування,,2018-05-17,3131
443,Яценко Антон Володимирович,неособисте голосування,,2018-05-17,3131
443,Яценко Антон Володимирович,неособисте голосування,,2018-05-22,8335
443,Яценко Антон Володимирович,неособисте голосування,,2018-05-23,0181
